epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
63,134.182,1.9966,2.75442,2.57911,0.80395,0.65988,0.75137,0.41819,1.7151,2.86957,2.59758,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
64,136.301,1.93841,2.77898,2.52659,0.645,0.73056,0.74038,0.41169,1.72786,2.91574,2.60175,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763
65,138.406,1.87627,2.8439,2.57841,0.66714,0.70364,0.73419,0.42087,1.69736,2.84841,2.55989,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
66,140.522,1.97176,2.83753,2.58484,0.59634,0.72286,0.73895,0.43214,1.69485,2.77437,2.53338,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565
67,142.638,1.94152,2.86361,2.5448,0.63348,0.6735,0.7431,0.45446,1.68682,2.73577,2.53081,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
68,144.753,1.96359,2.86012,2.55568,0.75774,0.6698,0.74937,0.46337,1.67639,2.73453,2.52514,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367
69,146.88,1.92034,2.74903,2.58949,0.75178,0.69007,0.76969,0.46643,1.68766,2.69102,2.51489,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
70,149.019,1.85687,2.79567,2.51824,0.66354,0.78135,0.77895,0.46534,1.67678,2.65065,2.50997,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,151.15,1.87387,2.66558,2.47527,0.63857,0.81101,0.76517,0.45077,1.6832,2.68313,2.51141,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,153.256,1.8575,2.60424,2.50976,0.5923,0.74905,0.76529,0.47121,1.66817,2.69917,2.49695,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,155.377,1.77495,2.5302,2.39786,0.81709,0.68677,0.77486,0.48204,1.62631,2.66689,2.46801,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,157.49,1.83571,2.5113,2.53828,0.66714,0.76914,0.76908,0.48921,1.60193,2.61197,2.45314,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,159.623,1.86112,2.6091,2.48583,0.6912,0.75273,0.767,0.47744,1.61955,2.61532,2.45518,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,161.731,1.81977,2.56622,2.40396,0.68379,0.78834,0.77562,0.50662,1.57886,2.64074,2.44401,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,163.854,1.82433,2.5455,2.46636,0.65617,0.71181,0.75498,0.50119,1.54833,2.58181,2.42599,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,165.973,1.80315,2.58464,2.47757,0.74872,0.74137,0.76536,0.50558,1.5472,2.583,2.4087,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,168.075,1.86907,2.48101,2.38329,0.80158,0.70058,0.77244,0.49661,1.52994,2.56686,2.40137,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,170.375,1.86446,2.57714,2.43117,0.7381,0.77572,0.78084,0.49507,1.5426,2.51539,2.40105,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,172.489,1.78807,2.65373,2.44221,0.83015,0.71412,0.7811,0.49071,1.54022,2.48875,2.39055,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,174.589,1.78126,2.58559,2.44136,0.7502,0.74653,0.77347,0.49292,1.50952,2.45092,2.36823,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,176.696,1.77912,2.54209,2.4648,0.75701,0.74653,0.77733,0.50905,1.51398,2.46264,2.3578,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,178.806,1.76687,2.43352,2.37867,0.81973,0.73828,0.77541,0.48634,1.53958,2.47083,2.36013,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,180.902,1.72663,2.46144,2.4616,0.80196,0.75005,0.77612,0.48918,1.53921,2.501,2.3578,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,182.996,1.78086,2.59945,2.4694,0.78782,0.74856,0.77187,0.47785,1.52987,2.54364,2.34445,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
