epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
41,66.0669,2.59631,3.99285,3.37117,0.52122,0.37683,0.37651,0.18761,2.02184,4.24742,3.03896,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
42,67.676,2.62337,4.00291,3.46307,0.4604,0.42728,0.36214,0.16579,2.06991,4.11228,2.99566,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941
43,69.2567,2.61603,3.95635,3.4242,0.4889,0.44242,0.36113,0.168,2.08764,3.98515,2.97954,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
44,70.8301,2.47489,3.94208,3.3035,0.54622,0.41387,0.40491,0.17784,2.04169,3.91612,2.98402,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743
45,72.3976,2.4354,4.01206,3.23255,0.4914,0.44545,0.39947,0.18704,1.98052,3.8886,2.93995,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
46,74.0046,2.48027,3.62815,3.32842,0.43778,0.43713,0.39736,0.18577,1.95727,3.91583,2.91767,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545
47,75.585,2.39565,3.63187,3.27473,0.47817,0.51061,0.41301,0.19675,1.93967,3.9387,2.89275,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
48,77.165,2.46419,3.71053,3.2776,0.4632,0.44394,0.43875,0.2204,1.92168,3.84574,2.85901,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347
49,78.7391,2.56382,3.59364,3.2631,0.65642,0.38627,0.43585,0.21419,1.89725,3.81521,2.84324,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
50,80.3408,2.44052,3.81062,3.16639,0.24604,0.5353,0.46167,0.23789,1.85433,3.83518,2.83539,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149
51,81.9218,2.43737,3.92417,3.20093,0.28215,0.59091,0.45991,0.23341,1.84759,3.82601,2.81557,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
52,83.4972,2.42002,3.68407,3.17061,0.34965,0.74091,0.46255,0.23456,1.83636,3.76832,2.8051,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951
53,85.0532,2.41515,3.68178,3.07848,0.34212,0.80344,0.4461,0.22786,1.79516,3.67766,2.77687,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
54,86.6573,2.32658,3.47265,3.20539,0.3283,0.6415,0.48242,0.25598,1.73896,3.56796,2.76417,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753
55,88.2453,2.33481,3.76314,3.18658,0.54166,0.64091,0.51285,0.27408,1.71617,3.61574,2.74035,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
56,89.8346,2.2052,3.52546,3.17285,0.34529,0.82273,0.51333,0.27013,1.72334,3.64469,2.70456,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
57,91.3991,2.28482,3.57773,3.13407,0.39724,0.80606,0.53153,0.2815,1.75767,3.71982,2.68076,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
58,93.0184,2.28053,3.24079,3.13515,0.40056,0.84391,0.57513,0.29662,1.73058,3.48555,2.65514,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
59,94.618,2.18044,3.36898,3.1011,0.46027,0.81553,0.58306,0.3015,1.73121,3.47775,2.62708,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
